id,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
293,Acer,Aspire A517-51G,Notebook,15.6,1920x1080,1.8,8,256GB SSD,Nvidia,Windows 10,3.0,951.0
138,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,1920x1080,2.6,8,512GB SSD,Nvidia,Windows 7,1.8,2050.38
747,MSI,GL62 6QF,Gaming,15.6,1920x1080,2.6,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.3,1169.0
801,Lenovo,ThinkPad X1,Notebook,14.0,2560x1440,2.6,16,256GB SSD,Intel,Windows 7,1.1,2620.0
45,Dell,Latitude 7480,Ultrabook,14.0,1920x1080,2.8,8,512GB SSD,Intel,Windows 10,1.36,1680.0
1262,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,2.0,8,128GB SSD,Intel,Windows 10,2.2,589.0
923,Acer,Aspire R7,2 in 1 Convertible,13.3,1920x1080,2.3,8,256GB SSD,Intel,Windows 10,1.6,689.0
879,Acer,Aspire E5-774G,Notebook,17.3,1600x900,2.0,8,1TB HDD,Nvidia,Windows 10,3.3,629.0
931,Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,1920x1080,2.3,8,256GB SSD,Intel,Windows 10,1.2,1590.0
730,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,1920x1080,2.6,8,1TB HDD,Nvidia,Windows 10,2.2,1169.0
55,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,1920x1080,2.4,8,1TB HDD,Nvidia,Linux,2.3,597.0
373,HP,Spectre Pro,2 in 1 Convertible,13.3,2560x1440,2.6,8,512GB SSD,Intel,Windows 10,1.48,2041.0
603,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,1920x1080,2.7,6,256GB SSD,Nvidia,Windows 10,2.2,789.0
197,Toshiba,Portege X30-D-10V,Notebook,13.3,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.05,1475.0
599,Asus,Rog Strix,Gaming,17.3,1920x1080,3.2,8,256GB SSD +  1TB HDD,AMD,Windows 10,3.2,1695.0
1258,Acer,Predator G9-793,Gaming,17.3,1920x1080,2.8,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,4.2,2299.0
682,HP,Probook 440,Notebook,14.0,1366x768,1.6,4,500GB HDD,Intel,Windows 10,1.63,722.0
752,Acer,Swift 3,Ultrabook,14.0,1920x1080,1.6,8,256GB SSD,Intel,Windows 10,1.6,770.0
283,Mediacom,SmartBook 130,Notebook,13.3,1920x1080,1.44,4,32GB Flash Storage,Intel,Windows 10,1.35,255.0
1205,Toshiba,Tecra A50-D-11D,Notebook,15.6,1920x1080,2.7,8,256GB SSD,Intel,Windows 10,2.0,1388.0
1237,Acer,Aspire 3,Notebook,15.6,1366x768,2.0,4,1TB HDD,Intel,Linux,2.1,272.0
28,Dell,Inspiron 7579,2 in 1 Convertible,15.6,1920x1080,2.7,12,512GB SSD,Intel,Windows 10,2.19,1299.0
809,Dell,Inspiron 3576,Notebook,15.6,1920x1080,1.8,8,256GB SSD,AMD,Windows 10,2.13,767.8
1274,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,1920x1080,2.5,6,128GB SSD,AMD,Windows 10,1.91,568.9
532,HP,250 G6,Notebook,15.6,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.96,598.99
1167,Razer,Blade Pro,Gaming,14.0,1920x1080,2.8,16,1TB SSD,Nvidia,Windows 10,1.95,3499.0
942,Lenovo,ThinkPad L570,Notebook,15.6,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,2.3,911.0
638,Acer,Spin 3,Notebook,15.6,1920x1080,2.4,6,1TB HDD,Intel,Windows 10,2.1,479.0
739,HP,ProBook 450,Notebook,15.6,1920x1080,2.7,8,1TB HDD,Nvidia,Windows 10,2.04,900.0
1181,Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,2.4,4,1TB HDD,Intel,Windows 10,2.37,398.99
109,Asus,Rog G752VT-GC073T,Gaming,17.3,1920x1080,2.6,16,128GB SSD +  1TB HDD,Nvidia,Windows 10,4.0,1900.0
1235,Dell,Vostro 3568,Notebook,15.6,1366x768,2.5,8,128GB SSD,Intel,Windows 10,2.18,713.99
640,HP,EliteBook 850,Ultrabook,15.6,1920x1080,2.5,8,256GB SSD,AMD,Windows 10,1.84,1296.99
319,Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,15.6,1920x1080,2.5,8,256GB SSD,Intel,No OS,2.3,573.0
1002,Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),Notebook,14.0,1366x768,1.5,2,32GB Flash Storage,AMD,Windows 10,1.65,199.0
132,Dell,Latitude 3480,Notebook,14.0,1366x768,2.3,4,500GB HDD,Intel,Windows 10,1.76,755.0
560,HP,Stream 11-Y000na,Netbook,11.6,1366x768,1.6,2,32GB Flash Storage,Intel,Windows 10,1.17,209.0
601,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,1.1,4,128GB SSD,Intel,Windows 10,1.86,419.0
495,Dell,Alienware 17,Gaming,17.3,1920x1080,2.8,32,512GB SSD +  1TB HDD,Nvidia,Windows 10,4.42,3072.89
839,Asus,Rog GL553VE-DS74,Gaming,15.6,1920x1080,2.8,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.5,1799.0
622,Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,1.6,8,256GB SSD,Intel,Windows 10,2.67,799.0
619,Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,1920x1080,2.0,4,1TB HDD,Nvidia,Windows 10,2.0,564.0
631,MSI,GS43VR 7RE,Gaming,14.0,1920x1080,2.8,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,1.6,1891.0
515,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,1.6,8,256GB SSD,Nvidia,No OS,2.8,698.0
869,LG,Gram 15Z975,Ultrabook,15.6,1920x1080,1.8,8,512GB SSD,Intel,Windows 10,1.09,2299.0
1068,HP,ZBook 15,Workstation,15.6,1920x1080,2.6,8,256GB SSD,Nvidia,Windows 7,2.59,2229.0
99,Dell,Latitude E7470,Ultrabook,14.0,2560x1440,2.6,8,256GB SSD,Intel,Windows 10,1.5,1962.98
795,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,1366x768,1.5,4,64GB SSD,AMD,Windows 10 S,1.65,277.99
408,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,2.5,16,512GB SSD,Intel,Windows 10,1.3,1499.0
634,Asus,Rog G752VL-UH71T,Gaming,17.3,1920x1080,2.6,24,256GB SSD +  1TB HDD,Nvidia,Windows 10,4.33,1269.0
489,Acer,Aspire 3,Notebook,15.6,1366x768,3.0,4,500GB HDD,AMD,Windows 10,2.1,400.0
544,MSI,GP72MVR 7RFX,Gaming,17.3,1920x1080,2.8,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.7,1409.0
853,Lenovo,ThinkPad E570,Notebook,15.6,1920x1080,2.5,8,1TB HDD,Intel,Windows 10,2.3,850.66
15,Lenovo,ThinkPad T470s,Notebook,14.0,1920x1080,2.6,8,256GB SSD,Intel,Windows 10,1.32,1650.0
485,Dell,XPS 13,2 in 1 Convertible,13.3,1920x1080,1.3,16,256GB SSD,Intel,Windows 10,1.22,1649.0
290,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,1366x768,1.1,4,500GB HDD,Intel,Windows 10,2.0,304.0
860,Acer,Aspire 5,Notebook,15.6,1366x768,1.6,12,1TB HDD,Nvidia,Windows 10,2.2,693.99
1206,HP,ProBook 640,Notebook,14.0,1366x768,2.5,4,500GB HDD,Intel,Windows 10,1.95,1060.0
1174,Dell,Vostro 3568,Notebook,15.6,1920x1080,2.5,8,256GB SSD,AMD,Windows 10,2.18,789.81
566,Dell,Vostro 3568,Notebook,15.6,1366x768,2.0,4,1TB HDD,AMD,Linux,2.18,465.0
227,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,2.5,8,128GB SSD +  1TB HDD,Nvidia,No OS,2.4,809.0
967,HP,Pavilion 15-AW003nv,Notebook,15.6,1920x1080,2.9,6,1.0TB Hybrid,AMD,Windows 10,2.04,549.99
423,Dell,Latitude 3480,Notebook,14.0,1366x768,2.0,4,500GB HDD,Intel,Windows 10,1.76,585.0
1221,Acer,Aspire 1,Notebook,14.0,1920x1080,1.1,4,32GB Flash Storage,Intel,Windows 10,1.6,329.0
1116,HP,Envy 13-AB077cl,Ultrabook,13.3,3200x1800,2.7,8,256GB SSD,Intel,Windows 10,1.39,1149.0
947,Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,1366x768,1.1,8,1TB HDD,Intel,Windows 10,2.0,399.0
178,Lenovo,ThinkPad X1,Ultrabook,14.0,2560x1440,2.5,8,512GB SSD,Intel,Windows 10,1.17,1686.64
580,Dell,Latitude 5480,Notebook,14.0,1920x1080,2.8,8,256GB SSD,Nvidia,Linux,1.64,1089.0
370,Dell,Vostro 3568,Notebook,15.6,1366x768,2.0,8,256GB SSD,Intel,Windows 10,2.0,665.0
291,Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,1.3,8,512GB SSD,Intel,macOS,0.92,1510.0
652,Acer,Aspire 5,Notebook,17.3,1920x1080,2.7,4,1TB HDD,Nvidia,Windows 10,3.0,655.0
349,Lenovo,ThinkPad T460s,Ultrabook,14.0,1920x1080,2.6,12,512GB SSD,Intel,Windows 7,1.4,2299.0
23,Apple,Macbook Air,Ultrabook,13.3,1440x900,1.8,8,128GB Flash Storage,Intel,macOS,1.34,898.94
956,Acer,Aspire A315-51,Notebook,15.6,1366x768,2.0,4,128GB SSD,Intel,Windows 10,2.1,449.0
996,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,2.0,8,1TB HDD,Intel,Windows 10,2.65,544.15
1296,Dell,Inspiron 7567,Gaming,15.6,1920x1080,2.8,16,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.6,1349.0
482,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,2.7,16,256GB SSD +  1.0TB Hybrid,Nvidia,Windows 10,4.6,2749.99
650,Acer,Aspire 3,Notebook,15.6,1366x768,2.0,4,128GB SSD,Intel,Linux,2.1,412.0
624,Acer,Swift SF114-31-P5HY,Notebook,14.0,1366x768,1.6,4,128GB Flash Storage,Intel,Windows 10,1.6,349.0
888,HP,Spectre x360,2 in 1 Convertible,13.3,1920x1080,1.6,8,256GB SSD,Intel,Windows 10,1.26,1398.99
488,Acer,Chromebook 14,Notebook,14.0,1366x768,1.6,2,32GB Flash Storage,Intel,Chrome OS,1.68,330.0
1238,Dell,Inspiron 3567,Notebook,15.6,1920x1080,2.5,4,256GB SSD,AMD,Linux,2.3,598.9
154,Dell,Latitude E7470,Notebook,14.0,1920x1080,2.4,8,256GB SSD,Intel,Windows 10,1.56,1229.0
381,Asus,Chromebook Flip,2 in 1 Convertible,12.5,1920x1080,0.9,4,64GB Flash Storage,Intel,Chrome OS,1.2,669.0
512,Lenovo,ThinkPad X1,Ultrabook,14.0,1920x1080,2.7,8,256GB Flash Storage,Intel,Windows 10,1.13,2049.0
494,Lenovo,Thinkpad P50,Notebook,15.6,3840x2160,2.7,16,512GB SSD,Nvidia,Windows 7,2.5,2370.0
742,Dell,Inspiron 5568,2 in 1 Convertible,15.6,1920x1080,2.3,4,1TB HDD,Intel,Windows 10,2.08,795.99
61,Dell,Inspiron 5770,Notebook,17.3,1920x1080,1.6,8,128GB SSD +  1TB HDD,AMD,Windows 10,2.8,1085.0
907,Dell,Latitude E5570,Notebook,15.6,1920x1080,2.4,8,500GB HDD,Intel,Windows 10,2.09,1046.44
308,MSI,Laptop MSI,Gaming,17.3,1920x1080,2.7,16,128GB SSD +  1TB HDD,Nvidia,Windows 10,4.14,2199.0
72,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,1.6,4,500GB HDD,Intel,Windows 10,2.2,369.0
454,Dell,Inspiron 3576,Notebook,15.6,1920x1080,1.6,8,1TB HDD,AMD,Windows 10,2.2,675.0
978,MSI,GS73VR Stealth,Gaming,17.3,3840x2160,2.6,16,512GB SSD +  2TB HDD,Nvidia,Windows 10,2.43,2649.0
581,Mediacom,SmartBook Edge,Notebook,14.0,1920x1080,1.1,4,32GB SSD,Intel,Windows 10,1.45,389.0
1192,Apple,MacBook Pro,Ultrabook,13.3,2560x1600,3.1,8,512GB SSD,Intel,macOS,1.37,2040.0
1268,Lenovo,ThinkPad E480,Ultrabook,14.0,1920x1080,1.8,8,256GB SSD,AMD,Windows 10,1.75,1215.38
1160,Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,1920x1080,2.7,8,256GB SSD,Intel,Windows 10,1.37,1757.42
1040,Lenovo,ThinkPad L570,Notebook,15.6,1366x768,2.5,4,500GB HDD,Intel,Windows 10,2.38,1055.0
658,Dell,Latitude 5580,Notebook,15.6,1920x1080,2.8,8,256GB SSD,Nvidia,Windows 10,1.93,1369.0
1018,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,1920x1080,2.3,4,256GB SSD,Intel,Windows 10,2.1,867.0
531,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,2.8,16,256GB SSD +  2TB HDD,Nvidia,Windows 10,2.4,1129.0
723,Dell,Latitude 7280,Ultrabook,12.5,1920x1080,2.8,8,256GB SSD,Intel,Windows 10,1.6,1690.0
1077,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,2.5,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.3,819.0
877,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,1920x1080,0.9,8,512GB SSD,Intel,Windows 10,1.2,729.0
645,HP,250 G6,Notebook,15.6,1366x768,2.5,4,1TB HDD,Intel,Windows 10,1.86,488.69
342,HP,250 G6,Notebook,15.6,1920x1080,2.0,4,1TB HDD,Intel,Windows 10,1.86,469.0
426,MSI,GT73VR Titan,Gaming,17.3,1920x1080,2.9,16,512GB SSD +  1TB HDD,Nvidia,Windows 10,4.14,2729.0
753,Lenovo,Thinkpad T460p,Notebook,14.0,1920x1080,2.3,8,256GB SSD,Intel,Windows 10,1.8,1191.0
261,Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,2.8,8,256GB SSD,Intel,Windows 10 S,1.25,1867.85
395,Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,1.2,8,512GB Flash Storage,Intel,Mac OS X,0.92,1165.0
766,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,2.5,4,1TB HDD,Intel,No OS,1.9,489.9
209,Dell,Inspiron 5578,2 in 1 Convertible,15.0,1920x1080,2.4,4,500GB HDD,Intel,Windows 10,2.08,509.0
1138,HP,EliteBook 840,Ultrabook,14.0,2560x1440,2.5,8,256GB SSD,Intel,Windows 7,1.54,2198.19
64,Lenovo,ThinkPad T470p,Ultrabook,14.0,1920x1080,2.8,8,256GB SSD,Nvidia,Windows 10,1.96,1903.0
1161,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,1920x1080,2.5,6,1TB HDD,Intel,Windows 10,1.5,639.01
366,HP,Spectre Pro,Notebook,13.3,1920x1080,2.3,8,256GB SSD,Intel,Windows 10,1.16,1690.0
92,Acer,Aspire ES1-523,Notebook,15.6,1366x768,2.2,4,500GB HDD,AMD,Windows 10,2.4,387.0
50,HP,Elitebook Folio,Ultrabook,12.5,3840x2160,1.2,8,240GB SSD,Intel,Windows 10,1.09,3100.0
656,Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366x768,2.3,8,256GB SSD,Intel,Windows 10,1.2,1095.0
606,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,1.6,2,64GB Flash Storage,Intel,Windows 10,1.5,229.0
503,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,1920x1080,2.5,4,1.0TB Hybrid,Intel,Windows 7,2.32,825.0
1288,Dell,Vostro 3568,Notebook,15.6,1366x768,2.5,4,1TB HDD,AMD,Windows 10,2.18,684.99
1193,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,1920x1080,2.5,4,128GB SSD,Intel,Windows 10,1.8,638.0
188,Toshiba,Portege Z30-C-16J,Notebook,13.3,1920x1080,2.3,8,256GB SSD,Intel,Windows 10,1.2,1213.0
945,Dell,XPS 13,2 in 1 Convertible,13.3,1920x1080,1.2,8,256GB SSD,Intel,Windows 10,1.24,1899.0
1024,HP,250 G6,Notebook,15.6,1366x768,2.0,4,500GB HDD,AMD,Windows 10,1.86,438.69
53,HP,17-bs000nv I3,Notebook,17.3,1920x1080,2.0,4,256GB SSD,AMD,Windows 10,2.5,699.0
981,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,2.7,8,1TB HDD,Nvidia,Windows 10,2.2,899.0
1282,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,2.6,16,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.6,1029.0
721,HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,15.6,1920x1080,2.7,6,1TB HDD,AMD,Windows 10,2.1,529.0
441,Dell,Vostro 3568,Notebook,15.6,1366x768,2.5,4,1TB HDD,Intel,Linux,2.18,521.86
1222,HP,Envy 13-ad009n,Ultrabook,13.3,1920x1080,2.7,8,256GB SSD,Nvidia,Windows 10,1.38,1119.0
992,Dell,Vostro 5568,Notebook,15.6,1920x1080,2.7,8,256GB SSD,Nvidia,Windows 10,2.18,1009.9
1271,Asus,VivoBook Flip,2 in 1 Convertible,11.6,1366x768,1.1,2,32GB Flash Storage,Intel,Windows 10,1.1,275.0
546,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,1366x768,1.6,4,500GB HDD,Intel,Windows 10,2.2,369.0
541,HP,EliteBook 1040,Notebook,14.0,1920x1080,2.3,8,256GB SSD,Intel,Windows 7,1.43,1469.0
915,Razer,Blade Pro,Gaming,14.0,1920x1080,2.8,16,256GB SSD,Nvidia,Windows 10,1.95,2599.0
543,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,2.5,8,512GB SSD,Intel,Windows 10,1.37,1825.0
139,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,1366x768,1.6,4,1TB HDD,Intel,Windows 10,2.04,521.47
929,Dell,Inspiron 3567,Notebook,15.6,1366x768,2.7,8,1TB HDD,AMD,Linux,2.3,805.99
565,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,1366x768,2.7,8,2TB HDD,Intel,Windows 10,2.04,629.0
300,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,2.5,8,256GB SSD,Intel,Windows 10,2.2,597.0
960,HP,250 G6,Notebook,15.6,1366x768,1.6,4,128GB SSD,Intel,No OS,1.86,299.0
750,HP,Omen 17-W006na,Gaming,17.3,1920x1080,2.3,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.75,1399.0
362,Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,2.7,4,256GB SSD,Intel,Windows 10,2.37,849.9
808,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,1920x1080,2.5,16,512GB SSD,Intel,Windows 10,1.36,1877.0
263,Dell,Inspiron 7567,Gaming,15.6,1920x1080,2.8,8,1.0TB Hybrid,Nvidia,Windows 10,2.62,899.0
701,Toshiba,Tecra X40-D-10G,Notebook,14.0,1920x1080,2.5,8,256GB SSD,Intel,Windows 10,1.25,1535.0
549,Acer,TravelMate B117-M,Netbook,11.6,1366x768,1.6,4,32GB Flash Storage,Intel,Windows 10,1.4,269.0
530,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,1.1,4,1TB HDD,Nvidia,Windows 10,2.8,470.34
1010,Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,2.5,8,256GB SSD,Nvidia,Windows 10,1.87,857.07
382,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,2.5,8,256GB SSD,Nvidia,No OS,2.4,779.0
80,Dell,XPS 15,Notebook,15.6,3840x2160,2.3,8,256GB SSD,Nvidia,Windows 10,2.04,2250.68
939,Dell,Inspiron 7567,Gaming,15.6,1920x1080,2.5,8,256GB SSD,Nvidia,Windows 10,2.62,985.0
789,HP,ProBook 440,Notebook,14.0,1920x1080,2.7,8,256GB SSD,Nvidia,Windows 10,1.64,1185.43
1239,Lenovo,Thinkpad L560,Notebook,15.6,1920x1080,2.3,8,256GB SSD,Intel,Windows 10,2.3,1049.6
871,HP,Elitebook 850,Notebook,15.6,1920x1080,2.7,8,256GB SSD,Intel,Windows 10,1.84,1304.0
218,HP,EliteBook 820,Ultrabook,12.5,1920x1080,2.5,4,500GB HDD,Intel,Windows 10,1.26,1539.0
1182,Dell,Latitude 5590,Ultrabook,15.6,1920x1080,1.9,8,256GB SSD +  256GB SSD,Intel,Windows 10,1.88,1298.0
928,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,2.5,8,256GB SSD,AMD,Windows 10,1.91,618.99
722,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,2.0,8,1TB HDD,Intel,Windows 10,2.2,459.0
126,Dell,Inspiron 3576,Notebook,15.6,1920x1080,1.6,8,1TB HDD,AMD,Linux,2.2,647.0
486,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,2.7,16,512GB SSD,Intel,Windows 10,1.42,2509.0
1230,Toshiba,Satellite Pro,Notebook,15.6,1920x1080,2.5,8,256GB SSD,Nvidia,Windows 10,2.2,1043.0
823,Dell,Inspiron 7570,Notebook,15.6,1920x1080,1.6,8,256GB SSD,Nvidia,Windows 10,2.0,1142.75
1300,Dell,Inspiron 5567,Notebook,15.6,1920x1080,2.5,8,1TB HDD,AMD,Windows 10,2.36,638.8
1190,HP,250 G6,Notebook,15.6,1366x768,2.0,4,500GB HDD,Intel,Windows 10,1.86,439.0
401,Acer,Aspire 3,Notebook,15.6,1366x768,1.1,4,1TB HDD,Intel,Windows 10,2.1,363.51
427,Apple,MacBook Pro,Ultrabook,13.3,2560x1600,2.3,8,128GB SSD,Intel,macOS,1.37,1339.69
990,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,2560x1440,1.2,8,512GB SSD,Intel,Windows 10,0.99,1399.0
1043,Dell,Vostro 5568,Notebook,15.6,1920x1080,2.7,8,1TB HDD,Nvidia,Windows 10,1.98,961.0
720,Lenovo,ThinkPad P70,Notebook,17.3,3840x2160,2.7,16,512GB SSD,Nvidia,Windows 7,2.4,2968.0
973,Acer,Aspire A715-71G,Notebook,15.6,1920x1080,2.8,8,256GB SSD,Nvidia,Linux,2.5,979.0
191,Lenovo,Chromebook N23,Netbook,11.6,1366x768,1.6,4,16GB SSD,Intel,Chrome OS,1.25,265.0
96,HP,Omen 17-AN010nv,Gaming,17.3,1920x1080,2.8,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,3.78,1498.0
1233,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,1920x1080,2.7,8,1TB HDD,Nvidia,No OS,2.2,659.01
526,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,1920x1080,1.1,4,32GB Flash Storage,Intel,Windows 10,1.22,202.9
1122,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,2.8,8,256GB SSD +  1TB HDD,Nvidia,Windows 10,3.2,1399.0
325,HP,250 G6,Notebook,15.6,1366x768,2.0,4,500GB HDD,Intel,No OS,1.86,364.9
315,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,1920x1080,2.6,8,1TB HDD,Nvidia,Windows 10,2.6,899.0
554,HP,EliteBook 850,Ultrabook,15.6,1920x1080,2.7,8,512GB SSD,Intel,Windows 10,1.84,1389.0
902,HP,EliteBook 850,Ultrabook,15.6,1920x1080,2.5,8,256GB SSD,Intel,Windows 7,1.88,2171.72
